Priceperweek,Population,Monthlyincome,Averageparkingpermonth,Numberofweeklyriders
15,1785972,5800,50,179532
31,1770375,5800,61,149957
27,1775967,5800,50,166593
72,1724666,10481,168,126311
50,1748648,7751,119,141518
57,1743911,11469,114,131325
30,1762965,5800,85,166650
44,1753776,7242,92,142266
64,1734165,11066,144,119420
45,1748566,7430,79,142686
41,1761526,6895,103,151331
76,1723192,11607,128,115696
17,1783509,5800,50,173500
70,1718312,9931,120,119810
37,1755692,6437,53,159247
51,1747225,7772,104,144003
96,1694837,14530,200,115696
60,1746962,8411,151,138338
53,1749421,6838,91,139696
38,1766281,5800,72,153041
15,1791183,5800,50,180278
24,1777014,5800,54,171415
46,1762492,5800,115,147351
60,1739439,9096,135,137624
15,1785481,5800,50,174524
27,1770705,5800,59,166408
57,1736711,8495,112,135369
56,1746755,9727,101,133061
80,1721225,12549,136,115696
60,1742640,6311,109,129875
23,1785338,5800,50,165809
30,1760570,5800,72,167382
71,1728397,9721,136,119172
43,1756877,6076,57,154219
31,1762541,5800,78,165532
91,1699840,14474,188,115696
25,1774694,5800,50,173910
23,1790385,5907,50,160027
71,1736084,9583,169,119606
53,1744385,7483,111,137977
70,1727186,12593,138,124731
56,1741383,8210,126,142427
34,1775067,5800,77,155890
73,1727753,10934,155,126845
62,1743289,8807,129,137082
71,1729558,9844,126,126926
47,1754480,6698,125,131001
25,1775238,5800,55,171594
17,1773630,5800,50,181084
42,1760572,6062,119,153673
32,1760070,7230,76,165844
22,1779588,5800,67,164929
42,1763908,6062,70,149337
40,1759224,5800,85,148032
33,1769122,5800,93,159396
59,1738479,8493,126,137449
32,1759309,5800,64,156197
48,1756245,8232,76,141877
57,1739626,8253,122,132545
86,1714474,15061,200,115696
61,1749063,9640,112,132774
68,1726006,9639,128,115841
44,1756002,5884,56,146360
25,1777400,5800,72,162379
102,1683148,16200,200,115696
54,1743883,8527,102,137725
15,1781952,5800,50,185122
75,1726225,9593,167,116405
49,1740703,6738,133,133572
47,1747739,7805,113,149629
65,1732092,10781,117,124122
63,1730994,9612,104,135875
79,1712835,13947,147,115696
47,1754056,7105,93,146438
39,1762229,5800,79,150815
30,1769410,5800,86,164366
45,1758942,5848,68,152046
88,1709380,12828,166,115696
23,1770320,5800,57,167834
34,1758480,5809,85,160833
83,1716724,13914,174,115696
82,1716369,13204,152,115696
30,1766533,5800,60,157242
19,1774991,5800,79,169925
37,1766257,6527,100,148541
51,1759174,7358,88,146454
54,1751521,9354,105,142579
52,1752495,5800,118,136412
21,1783352,5800,63,156079
48,1755955,7502,136,143671
29,1767861,5800,61,160502
25,1775558,5800,52,155765
30,1776124,5800,68,154554
29,1770143,5800,59,162206
61,1736436,8385,98,128453
27,1759744,5800,74,165595
33,1763134,5800,90,161038
44,1753216,5800,64,147286
65,1729987,9729,112,123602
74,1724664,11529,167,115696
52,1744557,9134,114,139333
65,1730760,11848,101,128330
48,1750454,6111,110,146378
49,1754931,8164,101,142834
43,1755016,6376,50,149584
59,1733431,7533,124,128328
68,1734326,10589,146,120013
17,1782419,5800,50,177434
61,1742109,8949,116,124720
27,1778088,5800,50,161241
54,1735536,7139,134,134535
79,1718134,13837,186,119907
60,1740088,8154,132,133838
77,1723828,10192,128,115696
66,1738537,11450,137,117965
44,1763256,7106,99,152619
55,1737976,7570,117,138180
75,1728049,10684,117,123609
52,1740635,6694,123,140024
64,1734925,9576,169,128329
46,1760377,8675,50,141724
61,1734877,9964,85,138163
44,1753410,5800,110,149049
72,1726928,11908,151,122169
66,1729049,10696,131,125149
75,1730703,11728,144,115696
46,1750904,7585,112,144567
42,1757741,6147,61,144951
25,1774714,5800,50,159613
52,1747842,8414,84,132003
66,1733942,11214,124,124520
51,1745096,7724,77,141095
46,1745793,6415,67,141199
41,1761146,6664,128,150738
35,1757850,5800,84,155426
78,1724461,11714,191,115696
48,1742892,7512,98,147918
56,1746208,9475,150,125981
47,1754470,6442,98,145697
15,1791780,5800,50,192000
38,1767523,6142,57,154124
75,1730286,8887,143,118902
82,1716981,12483,173,115696
26,1777538,5800,68,168492
55,1754669,8379,96,142403
47,1750747,8267,79,135932
51,1749500,7272,112,141350
41,1752027,7022,61,143086
42,1756762,5800,50,145800
35,1764184,6657,78,158786
73,1716621,12241,139,115696
73,1734184,10747,148,115696
54,1748430,6576,79,135748
73,1726229,12480,181,117597
24,1782330,5800,81,165158
75,1728228,11017,140,120438
56,1736841,7269,124,138213
47,1767658,7786,109,146758
65,1739388,12175,123,126253
46,1752837,7656,107,157135
61,1742526,10229,111,130786
35,1763254,5800,50,155490
30,1764304,5800,54,170115
53,1750474,8730,116,129944
53,1746446,8286,128,136357
48,1754680,6022,120,140550
51,1751838,7319,101,137311
91,1703549,14316,178,115696
48,1756136,7517,83,143029
31,1765490,5800,65,159320
27,1774240,5800,84,163558
38,1764240,5800,50,149302
26,1774961,5800,50,169163
65,1740795,10518,120,120789
53,1752283,9588,88,135927
40,1764208,7259,102,150440
65,1730689,11327,140,120593
15,1788592,5800,50,179346
44,1762827,7731,111,148459
66,1735516,10044,128,126381
46,1753246,6942,66,138856
39,1766850,6820,64,151423
42,1754626,5800,61,149295
65,1727139,10370,154,124257
61,1744015,9264,87,128318
53,1748087,7032,116,141348
21,1780624,5800,50,171290
37,1774260,5800,102,156249
26,1782022,5800,50,167092
53,1739860,7686,106,147696
56,1738407,8615,123,129101
46,1759444,7918,60,146406
61,1744792,9860,124,135742
55,1740259,8562,93,133553
39,1767495,6825,77,156065
52,1750204,7148,127,132198
31,1768259,5800,53,153412
36,1761028,5800,68,148347
32,1765216,5800,61,163762
53,1747276,8501,112,132652
53,1746969,8425,104,140593
69,1726040,9838,131,124666
55,1745985,8330,122,141924
33,1771903,5800,70,146470
39,1771032,7691,67,152018
37,1765235,5800,60,154269
36,1762933,5800,67,157566
60,1740192,8303,125,136654
76,1720844,13658,147,115696
24,1764120,5800,52,166864
50,1743724,5800,113,156500
64,1743711,8691,136,127497
24,1769893,5800,50,161279
64,1739931,9832,129,133860
74,1733120,11037,174,115696
22,1784803,5800,50,161845
74,1724085,9845,159,121935
42,1751149,7779,122,152835
54,1743357,8120,92,130856
19,1778679,5800,52,173323
28,1770190,5800,50,161148
27,1771924,5800,63,163486
18,1781983,5800,50,170056
41,1762994,6822,82,156339
41,1763991,6825,82,154369
18,1777970,5800,52,171611
41,1761062,5800,79,145544
30,1780774,6343,80,159548
41,1763121,5800,56,151450
42,1759479,6234,90,157407
64,1739294,8768,84,128269
15,1780711,5800,50,177159
58,1726877,7862,145,132606
46,1763482,7475,106,144164
71,1729105,10000,148,121747
31,1766383,5800,73,169434
35,1753090,5800,50,154859
82,1718359,11983,144,115696
32,1773567,5800,84,165049
43,1760569,6481,63,141165
49,1747717,8821,54,137682
25,1770924,5800,50,159541
66,1739088,10283,139,122490
25,1776668,5800,50,174717
28,1769265,6280,81,169460
51,1744052,7131,107,137122
48,1753898,6761,104,129126
38,1765201,5800,66,157740
56,1739010,8188,126,137356
71,1733016,12648,157,116152
58,1740983,8426,120,129944
73,1722889,10467,98,123033
44,1752741,5800,113,145537
85,1712698,13130,133,115696
29,1771427,5800,50,165662
66,1727988,11618,153,131857
66,1729372,9615,148,128421
49,1743941,8318,99,144099
37,1766207,5800,50,170009
45,1753059,7342,111,150651
31,1771901,5800,90,164004
28,1767309,7273,68,159819
30,1767446,5800,50,164775
38,1764009,8797,50,163693
25,1773697,5800,50,166836
60,1737446,9103,84,130980
37,1759180,5819,73,154567
89,1706390,13400,198,115696
40,1761362,7145,109,149701
59,1740419,8249,117,132669
60,1734274,9612,131,124863
15,1780869,5800,50,179064
88,1715307,12066,164,115696
55,1754948,8521,104,123106
28,1771623,5800,76,156973
41,1764780,6275,62,160215
45,1757511,6055,80,146463
78,1719503,12453,137,115696
64,1738498,10188,134,125260
58,1743642,7854,102,129417
52,1747424,9245,118,153704
58,1743731,9187,124,128798
22,1782465,5800,53,172235
51,1747983,7757,66,139799
59,1738065,8574,112,134789
48,1757761,5800,100,158166
47,1755594,6203,86,143629
37,1759185,5800,73,150586
78,1730455,11085,135,116385
55,1739942,8014,94,133929
53,1757387,7968,115,137728
50,1743756,6741,98,139849
91,1707244,12758,180,115696
51,1752553,6177,92,133214
58,1736584,8630,135,137508
43,1755671,5800,69,146475
81,1720928,11450,160,115696
64,1728892,8514,150,135365
50,1740242,7009,59,148314
50,1762896,9125,104,146132
58,1748830,8010,140,132513
47,1759787,8904,68,139293
55,1756942,8822,105,136747
28,1771614,5800,50,164270
34,1769906,5800,50,152100
71,1726385,10203,102,123203
24,1771020,5800,71,160590
59,1747239,9865,118,133786
62,1740557,9384,141,124549
19,1776872,5800,50,171782
52,1751006,7750,95,144920
57,1746578,7890,73,135192
81,1713226,13354,168,115696
63,1736449,10467,132,128304
25,1771533,5800,53,169389
67,1735947,9953,118,128385
81,1710497,13443,146,115696
52,1750433,7774,93,139592
68,1733415,11145,121,121726
43,1761269,6711,87,149225
86,1716652,13386,156,115696
60,1735149,10524,104,129172
34,1763210,6304,50,159351
21,1774057,5800,50,171855
67,1737344,10951,93,127549
62,1744306,9371,103,119476
52,1758476,8080,138,138843
58,1740652,8377,124,138302
86,1713481,12476,200,115696
63,1730877,8747,109,125411
53,1750233,7366,119,143932
60,1753978,8427,106,133395
42,1760663,5910,71,145295
27,1779392,5800,91,158827
55,1749788,7564,126,135577
54,1750609,6992,112,140757
54,1736720,6294,120,145950
55,1743131,9479,120,131356
80,1724810,12425,141,115696
24,1777953,5800,50,165783
54,1749886,8682,131,135331
45,1757753,6919,113,148841
63,1739081,10154,98,133523
47,1751640,7521,91,148498
42,1765936,7110,116,157167
50,1744589,7518,68,140390
71,1737918,10732,149,117415
66,1738762,10583,173,129479
17,1784432,5800,50,165111
81,1719999,11061,177,115696
79,1714732,13209,196,115696
50,1749797,6378,117,138011
63,1730086,9101,127,126947
38,1764102,5800,66,155939
25,1773692,5800,50,170628
72,1731757,11038,130,118491
54,1742653,6972,91,138789
52,1744464,6457,80,139993
45,1753095,7157,84,150413
43,1762570,8512,95,147514
43,1757345,5800,81,141422
51,1752134,6889,135,145112
26,1771503,5800,50,171362
62,1732905,9126,116,131639
62,1735716,8036,120,129936
54,1741484,7322,171,138325
30,1768717,5800,90,155839
62,1727428,9725,96,128249
17,1788392,5800,61,164776
74,1728395,11290,173,118342
70,1736743,10479,164,125318
91,1710546,14155,186,115696
64,1736457,9684,79,130540
15,1782465,5800,50,189465
48,1748007,6926,90,143581
74,1731214,14234,102,124698
75,1725490,11960,147,118416
45,1755688,6251,94,141369
52,1745535,6865,85,138317
60,1740703,8998,101,132161
33,1774411,5800,52,160127
67,1736632,10043,133,121170
28,1770529,5800,50,163300
38,1762473,5800,58,151155
33,1761105,5800,50,148590
36,1754570,7105,83,158659
30,1779896,5800,59,156551
53,1744506,7161,106,144148
68,1734051,11693,104,126690
37,1761799,5800,76,154365
47,1748703,7578,85,143713
39,1771172,7928,75,147033
56,1750885,7374,82,135993
27,1764998,5800,99,171503
92,1711759,14736,190,115696
20,1778892,5800,50,174795
65,1731353,10250,128,126463
24,1766466,5800,50,163492
53,1751243,10081,110,144250
77,1715967,11852,136,115696
53,1742400,9129,105,130020
15,1789082,5800,50,171022
72,1730038,10230,113,119379
58,1734672,9170,96,139302
15,1783210,5800,50,187540
32,1760731,5800,119,168377
56,1741562,7768,94,131119
33,1769467,5800,90,167857
63,1736121,8447,125,123933
37,1757694,5800,102,150902
32,1763626,5800,50,163024
82,1727878,11038,127,115696
77,1728532,11125,113,115696
67,1731747,11595,100,129664
62,1737849,8900,89,124996
66,1733214,10238,142,126258
59,1755065,8519,131,132732
34,1769083,5800,76,164864
59,1749335,7810,103,138926
37,1757579,5800,76,157044
33,1767901,5800,50,151454
46,1758405,5882,97,146840
55,1740799,10786,103,139487
69,1732712,11959,155,116259
72,1727309,10074,139,126126
45,1751588,5800,99,147788
49,1743617,6788,97,146199
37,1766887,7706,89,152898
37,1771187,5800,76,144546
43,1769625,8859,89,146295
53,1746234,6580,115,143128
59,1740365,8488,128,134895
68,1727714,9625,143,128582
25,1782080,5800,50,160548
47,1751614,7134,116,151039
28,1772232,5800,78,161484
15,1787328,5800,50,165761
93,1704411,14531,200,115696
92,1708898,11382,200,115696
15,1788748,5800,50,180161
85,1715421,12313,161,115696
64,1732539,10601,113,132198
52,1740801,7782,133,142601
47,1756146,6356,72,144726
72,1717258,11888,164,125061
35,1772493,5800,107,160614
71,1733146,10827,150,122974
53,1749289,8790,126,141708
67,1725856,11582,126,126333
15,1781470,5800,50,179690
57,1743329,7359,113,138776
62,1737194,9535,165,125816
45,1756540,9149,68,145951
58,1756438,7575,98,138043
27,1778860,5800,55,166155
68,1729502,8802,127,122138
21,1780510,5800,50,175310
58,1734552,6565,126,130811
61,1745563,9377,114,130344
69,1729674,10083,121,117817
29,1766042,6063,53,162833
34,1760752,5800,73,156268
42,1762713,6424,85,153101
65,1733889,8063,117,132108
54,1746813,9425,117,153919
70,1724407,10932,155,124098
67,1723355,9830,115,123909
43,1759504,6417,68,145678
93,1709195,13201,197,115696
71,1727294,10831,162,115696
42,1752304,5800,81,159818
90,1705087,13247,175,115696
21,1769538,5800,50,174658
57,1742180,7910,134,128775
35,1764312,5800,61,165299
21,1773250,5800,50,172531
69,1746867,11279,144,121997
30,1776966,5800,52,166756
72,1723515,10741,176,117587
54,1749394,6728,95,135245
45,1753808,8182,86,145333
31,1765749,5800,50,147668
54,1751820,6212,93,137914
81,1710170,13511,147,115696
22,1778253,5800,58,172576
98,1703975,14267,190,115696
67,1736868,7521,114,124282
55,1750734,9001,122,138557
21,1777661,5800,50,179004
23,1782784,5800,72,170580
56,1744163,7606,115,143288
64,1741704,10184,136,127739
66,1729775,8909,142,132310
47,1746515,7448,86,140595
56,1751846,7986,119,151835
34,1773995,5972,64,166145
46,1752492,7389,89,150857
70,1731798,11342,172,125094
34,1759806,5800,60,158598
45,1753426,6696,94,153242
76,1726406,13083,167,115696
76,1722517,11881,177,116933
61,1742549,8920,128,144931
33,1764073,5800,90,162825
46,1758776,8958,95,156269
47,1755979,6883,82,136005
87,1706779,13506,178,115696
39,1760485,6949,97,153583
50,1744645,6496,100,149865
42,1757361,5800,75,149994
73,1730192,10291,161,122301
55,1750628,7976,83,136912
68,1744835,11191,138,115696
55,1739356,8184,122,141765
45,1749075,6458,61,146224
63,1742707,9695,160,124173
92,1703414,13422,195,115696
34,1773148,5800,50,148946
69,1727005,11108,150,122647
73,1725417,10146,143,118403
55,1738491,5900,122,137864
69,1725582,11434,101,126641
42,1753647,5987,70,145466
31,1770239,5800,69,158568
57,1742315,7856,103,136508
25,1765403,5800,50,163809
101,1695348,15176,200,115696
35,1763082,5800,72,162266
23,1778406,5800,50,171404
44,1759549,7954,107,154680
63,1736975,9258,114,127323
33,1766814,5800,50,165533
37,1759947,5800,116,146229
58,1747042,9344,119,137094
33,1760650,5800,50,157663
60,1735354,10482,133,127617
54,1744942,7623,61,138916
79,1715186,10589,151,115696
43,1759873,6082,63,143025
50,1747134,8578,104,141986
51,1750333,5800,144,138816
23,1772034,5800,50,172863
72,1718601,11274,163,123253
45,1757346,7334,89,145983
63,1734856,9772,141,136902
38,1764082,5992,64,146623
40,1763459,5800,75,154046
40,1761275,5800,99,143753
48,1764417,6902,91,147561
71,1724941,10205,158,118300
46,1758663,6551,79,151287
30,1767186,5800,67,165740
56,1747521,7178,113,137948
83,1720308,13479,184,115696
52,1749512,9222,128,133577
57,1741270,9355,62,130024
59,1742141,10186,110,131716
23,1763144,5800,83,167497
66,1726011,11094,138,125616
51,1738929,7587,84,143562
46,1746430,7503,97,144535
90,1711209,14168,199,115696
68,1732533,11092,123,115696
55,1749361,9032,98,147496
53,1742681,8356,94,140495
37,1762782,6641,89,158094
79,1712383,9959,188,115696
35,1764903,5800,50,153916
47,1752839,7859,66,160642
20,1773197,5800,50,176978
61,1742238,9825,111,138303
54,1739442,7771,88,139946
20,1784799,5800,66,173409
88,1717154,12094,200,115696
29,1768872,5800,76,164196
25,1766705,5800,84,172047
80,1728187,11804,175,115696
41,1770457,6830,92,162642
55,1744250,5862,123,140504
41,1766244,5800,61,152715
36,1763117,5800,79,148072
87,1713795,12995,195,115696
20,1784337,5800,50,177903
49,1740901,7875,67,142954
32,1765707,6789,69,163882
46,1752827,7478,103,150355
42,1756901,6823,111,148495
76,1716958,11953,168,118556
62,1736443,10171,119,131141
46,1757569,6772,99,144166
48,1743965,6958,57,138860
65,1734812,8662,101,131056
72,1739052,10165,141,115696
54,1755900,7663,93,138754
55,1752678,7938,93,143829
54,1748462,5989,99,135673
73,1722706,11132,126,116254
54,1750798,7624,81,128499
19,1783601,5800,50,176020
70,1722621,9990,127,117718
67,1724753,9440,129,122666
62,1737702,7973,159,129691
84,1718980,12563,159,115696
80,1714693,12052,177,115696
20,1784857,5800,72,171164
49,1747895,7690,129,147531
41,1756560,5800,58,144440
36,1767544,5800,84,152844
72,1719796,9439,158,123891
58,1748240,9711,121,129760
51,1748681,7803,83,137872
32,1767676,5800,50,163883
75,1724753,12436,149,120579
78,1714345,11714,180,119279
25,1773433,5800,50,170397
36,1765807,5800,60,149860
53,1749253,6689,111,136911
45,1749989,7730,92,150609
61,1745918,9968,151,134316
60,1740518,6513,135,137372
61,1738834,7665,94,133275
59,1746085,9196,126,125145
51,1748261,7580,102,147217
59,1740123,9045,114,134771
26,1768005,5800,50,167593
96,1705518,16170,181,115696
65,1740642,10302,139,115856
